Book,Chapter,Verse,GenZ,Norm
Psalms,81,3,"When I think about your epic heavens, the masterpiece created by your vibe, the moon and the stars, which you totally planned out;","When I consider thy heavens, the work of thy fingers, the moon and the stars, which thou hast ordained;"
Psalms,81,4,"Like, why do You, like, even think about us humans? And why do You, like, bother to hang out with us mortals?","What is man, that thou art mindful of him? and the son of man, that thou visitest him?"
Psalms,81,5,"Because you've made humans, like, a bit less than angels, but you've totally put them in charge, with all the fame and respect, ya know?","For thou hast made him a little lower than the angels, and hast crowned him with glory and honour."
Psalms,81,6,You gave him complete power over everything you've created; you've made him ruler over all {stuff}.,Thou madest him to have dominion over the works of thy hands; thou hast put all {things} under his feet:
Psalms,81,7,"Like, all the sheep, oxen, and even the animals of the field, man, like they're all included. It's like, flocks and oxen, all of them, you know what I mean?","All sheep and oxen, yea, and the beasts of the field; {All...: Heb. Flocks and oxen all of them}"
Psalms,81,8,"The birds in the sky, and the fish in the ocean, and everything that travels through the waves of the sea.","The fowl of the air, and the fish of the sea, {and whatsoever} passeth through the paths of the seas."
Psalms,81,9,"Yo, God, you're truly amazing all over the world!","O LORD our Lord, how excellent {is} thy name in all the earth!"
Psalms,91,2,"I'm stoked and hyped about you, gonna jam out and give mad props to your name, you're totally lit, the highest of the high!","I will be glad and rejoice in thee: I will sing praise to thy name, O thou most High."
Psalms,91,3,"When my haters are getting played, they're gonna totally bite the dust and vanish when you show up.","When mine enemies are turned back, they shall fall and perish at thy presence."
Psalms,91,4,"Because you've had my back and made sure justice was served; you've been sitting on the throne, making fair judgments.",For thou hast maintained my right and my cause; thou satest in the throne judging right. {maintained...: Heb. made my judgment} {judging right: Heb. judging in righteousness}
Psalms,91,5,"You totally called out those non-believers, wiped out the wicked, and made sure they're completely forgotten, like, forever and ever.","Thou hast rebuked the heathen, thou hast destroyed the wicked, thou hast put out their name for ever and ever."
Psalms,91,6,"Hey, you enemy! The destruction has finally stopped, and you've done enough damage, wiping out entire cities. No trace of their existence remains now.","O thou enemy, destructions are come to a perpetual end: and thou hast destroyed cities; their memorial is perished with them. {O thou...: or, The destructions of the enemy are come to a perpetual end: and their cities hast thou destroyed, etc}"
Psalms,91,7,"But God's always gonna be here, like, forever and ever, you feel me? He's all set, ready to drop the hammer, sitting on his throne, ready to judge and make things right.",But the LORD shall endure for ever: he hath prepared his throne for judgment.
Psalms,91,8,"And he's gonna be like, totally fair and just when he decides what's what in the whole world, and he's gonna handle things with integrity and honesty when he's dealing with people.","And he shall judge the world in righteousness, he shall minister judgment to the people in uprightness."
Psalms,91,9,God's got your back if you're feeling down or going through a rough patch. He's like a solid place you can go to when things get tough. #safetyinnumbers,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble. {a refuge: Heb. an high place}"
Psalms,91,10,"Those who are in the know will totally trust in you, coz like, you never ghost on the ones who reach out to you. For real, LORD!","And they that know thy name will put their trust in thee: for thou, LORD, hast not forsaken them that seek thee."
Psalms,91,11,"Praise the LORD, who's chillin' in Zion! Share with everyone the awesome things He's been doin'.","Sing praises to the LORD, which dwelleth in Zion: declare among the people his doings."
Psalms,91,12,"When God investigates a crime of violence, He does not forget the oppressed and their cries for justice. {humble: or, afflicted}","When he maketh inquisition for blood, he remembereth them: he forgetteth not the cry of the humble. {humble: or, afflicted}"
Psalms,91,13,"Yo, God, please show me some love; understand the struggles I'm going through because of all the haters. You've been there for me, lifting me up from the darkest times when I was at the brink of giving up.","Have mercy upon me, O LORD; consider my trouble {which I suffer} of them that hate me, thou that liftest me up from the gates of death:"
Psalms,91,14,So I can flex all about how great You are in front of everyone in Zion: I'll totally be hype about Your saving power.,That I may shew forth all thy praise in the gates of the daughter of Zion: I will rejoice in thy salvation.
Psalms,91,15,"Like, those who don't believe in the truth are totally falling into their own trap, dude: they're getting caught up in the very schemes they tried to hide.",The heathen are sunk down in the pit {that} they made: in the net which they hid is their own foot taken.
Psalms,91,16,God's actions reveal His character: the evildoer gets caught by their own doings. Pause and reflect on this.,"The LORD is known {by} the judgment {which} he executeth: the wicked is snared in the work of his own hands. Higgaion. Selah. {Higgaion: that is, Meditation}"
Psalms,91,17,"The bad peeps gonna end up in hell, and all the nations that forget about God. Like, seriously!","The wicked shall be turned into hell, {and} all the nations that forget God."
Psalms,91,18,"Don't sleep on the needy, they won't be ignored forever. The hopes of the poor won't be wiped out for good.",For the needy shall not alway be forgotten: the expectation of the poor shall {not} perish for ever.
Psalms,91,19,"Yo, God, rise up and let no mere mortals take control; show them heathens what's up with your judging game.","Arise, O LORD; let not man prevail: let the heathen be judged in thy sight."
Psalms,91,20,"Give them a good scare, God: so they realize they're just regular humans. P.S. Take a moment to reflect on that.","Put them in fear, O LORD: {that} the nations may know themselves {to be but} men. Selah."
Psalms,101,2,"Like, it's so messed up when people who think they're all that try to mess with the less fortunate. Karma's gonna hit them hard and they'll get caught in their own messed up schemes they cooked up.",The wicked in {his} pride doth persecute the poor: let them be taken in the devices that they have imagined. {The wicked...: Heb. In the pride of the wicked he doth persecute}
Psalms,101,3,"Like, the wicked brags about whatever they want and thinks they're so cool, while praising those who are greedy. But God totally can't stand this kind of behavior. #notaboutthatlife","For the wicked boasteth of his heart's desire, and blesseth the covetous, {whom} the LORD abhorreth. {heart's: Heb. soul's} {blesseth...: or, the covetous blesseth himself, he abhorreth the LORD}"
Psalms,101,4,"The wicked, all full of themselves, have no interest in finding God. They never even think about God. (Or in other words: They're so wrapped up in their own pride that God doesn't even cross their minds.)","The wicked, through the pride of his countenance, will not seek {after God}: God {is} not in all his thoughts. {God is...: or, all his thoughts are, There is no God}"
Psalms,101,5,"Bruh, his methods always be mad annoying; he can't even comprehend your epic wisdom: and all his haters? He straight up brushes them off like it's nothing.","His ways are always grievous; thy judgments {are} far above out of his sight: {as for} all his enemies, he puffeth at them."
Psalms,101,6,"He's like, 'I've got this, I'm unshakeable, no tough times will ever come my way. It's gonna be smooth sailing forever, for like, forever and ever!'","He hath said in his heart, I shall not be moved: for {I shall} never {be} in adversity. {never: Heb. unto generation and generation}"
Psalms,101,7,"He always talks in curses, lies, and scams. He hides mischief and pointless nonsense in his words.","His mouth is full of cursing and deceit and fraud: under his tongue {is} mischief and vanity. {deceit: Heb. deceits} {vanity: or, iniquity}"
Psalms,101,8,"He lurks around in the villages, seeking secret places to harm the innocent. He targets the poor with hidden intentions.",He sitteth in the lurking places of the villages: in the secret places doth he murder the innocent: his eyes are privily set against the poor. {are...: Heb. hide themselves}
Psalms,101,9,"He lurks like a lion in his hideout, waiting to prey upon the vulnerable. He ensnares the weak when they least expect it, drawing them closer into his trap. {secretly: Heb. in the secret places}","He lieth in wait secretly as a lion in his den: he lieth in wait to catch the poor: he doth catch the poor, when he draweth him into his net. {secretly: Heb. in the secret places}"
Psalms,101,10,"He stoops down and humbles himself, causing the poor to be crushed by his powerful followers. (He breaks himself) (into his strong parts)","He croucheth, {and} humbleth himself, that the poor may fall by his strong ones. {He...: Heb. He breaketh himself} {by...: or, into his strong parts}"
Psalms,101,11,"He's like, thinking in his heart, Godd totally forgot about us, like he's hiding his face and stuff, like he'll never see what's going on.'","He hath said in his heart, God hath forgotten: he hideth his face; he will never see {it}."
Psalms,101,12,"Yo, God, it's time to step up! Don't forget about us small fries. #StayHumble","Arise, O LORD; O God, lift up thine hand: forget not the humble. {humble: or, afflicted}"
Psalms,101,13,"Why do the wicked diss God? Like, they're all like, Godd won't even care, whatever.'","Wherefore doth the wicked contemn God? he hath said in his heart, Thou wilt not require {it}."
Psalms,101,14,"You've seen it all, because you witness wickedness and ill will. You take action to bring justice with your own hands. The less fortunate put their trust in you; you are the support system for those without fathers.","Thou hast seen {it}; for thou beholdest mischief and spite, to requite {it} with thy hand: the poor committeth himself unto thee; thou art the helper of the fatherless. {committeth: Heb. leaveth}"
Psalms,101,15,Dismantle the power of the wicked and the evil person: dig deep until you find no trace of their wickedness.,Break thou the arm of the wicked and the evil {man}: seek out his wickedness {till} thou find none.
Psalms,101,16,"OMG, the LORD is, like, the ultimate King for all eternity: all those non-believers are, like, totally wiped out from His land.",The LORD {is} King for ever and ever: the heathen are perished out of his land.
Psalms,101,17,"Yo, God, you've totally heard what the humble peeps want. You're gonna get their hearts all ready and attentive to listen. #established","LORD, thou hast heard the desire of the humble: thou wilt prepare their heart, thou wilt cause thine ear to hear: {prepare: or, establish}"
Psalms,101,18,"So basically, step up and defend those who can't defend themselves. We need to put an end to anyone bullying or making life miserable for others.","To judge the fatherless and the oppressed, that the man of the earth may no more oppress. {oppress: or, terrify}"
Psalms,111,2,"Listen up, peeps, check it out: the wicked ones are flexing their bow, getting their arrow ready on the string, all sly-like aiming for those with pure hearts. (BTW, 'privily' means 'in darkness' – just FYI)","For, lo, the wicked bend {their} bow, they make ready their arrow upon the string, that they may privily shoot at the upright in heart. {privily: Heb. in darkness}"
Psalms,111,3,"Yo, like if the basics are totally wrecked, then what options do good people even have?","If the foundations be destroyed, what can the righteous do?"
Psalms,111,4,"OMG, the LORD is like, chillin' in his holy temple, and his throne is like, up in heaven, you know? He's got these super observant eyes and like, he's always checking out what's going on, even like testing peeps out, you know, the children of men.","The LORD {is} in his holy temple, the LORD'S throne {is} in heaven: his eyes behold, his eyelids try, the children of men."
Psalms,111,5,"God tests the good and upright people to see if they're legit, but despises those who are wicked and get off on being violent.",The LORD trieth the righteous: but the wicked and him that loveth violence his soul hateth.
Psalms,111,6,"He's gonna rain down traps, fire and brimstone, and a crazy storm on the wicked ones. That's what they deserve for what they've done. It's gonna be one messed up time!","Upon the wicked he shall rain snares, fire and brimstone, and an horrible tempest: {this shall be} the portion of their cup. {an horrible...: or, a burning tempest}"
Psalms,111,7,The holy Lord totally vibes with righteousness; he's all about those who stay real.,For the righteous LORD loveth righteousness; his countenance doth behold the upright.
Psalms,121,2,"They're all just spewing empty words to each other, using fake compliments and being two-faced. Like seriously, they can't be trusted.",They speak vanity every one with his neighbour: {with} flattering lips {and} with a double heart do they speak. {a double...: Heb. an heart and an heart}
Psalms,121,3,God will cancel out all the fake compliments and shut down anyone who talks too highly of themselves.,"The LORD shall cut off all flattering lips, {and} the tongue that speaketh proud things: {proud: Heb. great}"
Psalms,121,4,"They're like, 'We'll totally dominate with our words; our lips are ours to control. Who's in charge anyway?'","Who have said, With our tongue will we prevail; our lips {are} our own: who {is} lord over us? {are...: Heb. are with us}"
Psalms,121,5,"When the poor are mistreated and the needy cry out, I'm stepping up, declares the LORD. I will protect them from those who try to bring them down.","For the oppression of the poor, for the sighing of the needy, now will I arise, saith the LORD; I will set {him} in safety {from him that} puffeth at him. {puffeth...: or, would ensnare him}"
Psalms,121,6,"The LORD's words are totally pure, like seriously, they've been through so many tests, like being purified in a super intense furnace, man, like seven freakin' times.","The words of the LORD {are} pure words: {as} silver tried in a furnace of earth, purified seven times."
Psalms,121,7,"Yo, God, you gonna hold onto them and keep them safe from this generation forever, ya know what I mean? Like, you're gonna protect each and every one of them, no exceptions or nothing.","Thou shalt keep them, O LORD, thou shalt preserve them from this generation for ever. {them from: Heb. him, etc: that is, every one of them, etc}"
Psalms,121,8,"On every corner, you see wickedness spreading like wildfire, especially when the absolute worst kind of people gain power and influence. {men: aka the worst dudes}","The wicked walk on every side, when the vilest men are exalted. {men: Heb. of the sons of the men}"
Psalms,131,2,"Bruh, I've been overthinking and feeling down in my soul every single day. Like, when will my enemies stop getting the upper hand on me? It's getting old.","How long shall I take counsel in my soul, {having} sorrow in my heart daily? how long shall mine enemy be exalted over me?"
Psalms,131,3,"Yo, God, listen up and pay attention to me: open up my eyes so I don't fall into eternal sleep.","Consider {and} hear me, O LORD my God: lighten mine eyes, lest I sleep the {sleep of} death;"
Psalms,131,4,"So, like, I don't want my haters to be all like 'Ha, I won, I defeated them!' and have those who bother me celebrate when I'm shaken.","Lest mine enemy say, I have prevailed against him; {and} those that trouble me rejoice when I am moved."
Psalms,131,5,But I've totally put my trust in your kindness; my heart is gonna be so stoked about your salvation.,But I have trusted in thy mercy; my heart shall rejoice in thy salvation.
Psalms,131,6,"I'm gonna praise the LORD, 'cause He's been so good to me.","I will sing unto the LORD, because he hath dealt bountifully with me."
Psalms,141,2,God peeped from the heavenly realm to check if anyone among humans is woke and seeking Him.,"The LORD looked down from heaven upon the children of men, to see if there were any that did understand, {and} seek God."
Psalms,141,3,"OMG, like everyone has totally gone off track and they're like all completely messed up. Like seriously, nobody is doing anything good. Like, not even one. It's a total disaster, you know?!","They are all gone aside, they are {all} together become filthy: {there is} none that doeth good, no, not one. {filthy: Heb. stinking}"
Psalms,141,4,"Don't these wicked people even have a clue? They munch on my peeps like it's no biggie, and never even think about hollering at the LORD.","Have all the workers of iniquity no knowledge? who eat up my people {as} they eat bread, and call not upon the LORD."
Psalms,141,5,"They were totally shooketh, like, super scared, because God is, like, totally with the cool squad who do right and stuff. They were like, freaking out, ya know?",There were they in great fear: for God {is} in the generation of the righteous. {were...: Heb. they feared a fear}
Psalms,141,6,"You totally dissed the advice of the underprivileged, 'cause the LORD is their ultimate backup.","Ye have shamed the counsel of the poor, because the LORD {is} his refuge."
Psalms,141,7,"OMG, how awesome would it be if Israel's salvation came from Zion?! Like, when the LORD brings back his people from captivity, Jacob will totally have a party, and Israel will be so stoked. Like, seriously, can't wait! 😇","Oh that the salvation of Israel {were come} out of Zion! when the LORD bringeth back the captivity of his people, Jacob shall rejoice, {and} Israel shall be glad. {Oh...: Heb. Who will give}"
Proverbs,11,2,To grasp wisdom and knowledge; to vibe with the words of understanding;,To know wisdom and instruction; to perceive the words of understanding;
Proverbs,11,3,"To soak up the wisdom, fairness, and good judgment, and to understand the importance of treating everyone fairly. {equity: Hebrew for fair dealings}","To receive the instruction of wisdom, justice, and judgment, and equity; {equity: Heb. equities}"
Proverbs,11,4,"To help the clueless, to educate the youth with wisdom and sound judgment. {advisement: or, thoughtful consideration}","To give subtilty to the simple, to the young man knowledge and discretion. {discretion: or, advisement}"
Proverbs,11,5,A smart individual will listen up and gain more knowledge; and someone who understands things will seek out wise advice:,"A wise {man} will hear, and will increase learning; and a man of understanding shall attain unto wise counsels:"
Proverbs,11,6,"To, like, really get a proverb and its deep meaning, you gotta be all about the words of the wise and their cryptic sayings. It's, like, next level wisdom, you know?","To understand a proverb, and the interpretation; the words of the wise, and their dark sayings. {the interpretation: or, an eloquent speech}"
Proverbs,11,7,"Respecting the LORD is where true knowledge kicks off: but anyone who thinks they're too cool for wisdom and learning is just plain foolish. It's like skipping the most vital part, ya know?","The fear of the LORD {is} the beginning of knowledge: {but} fools despise wisdom and instruction. {the beginning: or, the principal part}"
Proverbs,11,8,"Listen up, fam! Don't sleep on the wisdom your dad's dropping and stay true to the values your mom taught ya. #ParentalGuidance","My son, hear the instruction of thy father, and forsake not the law of thy mother:"
Proverbs,11,9,"They're gonna be like those trendy accessories that elevate your whole look, adding that touch of grace to your head and some awesome chains around your neck. Trust me, it's gonna make you shine!","For they {shall be} an ornament of grace unto thy head, and chains about thy neck. {an...: Heb. an adding}"
Proverbs,11,10,"Listen up, bro, if bad influences try to rope you in, just say no.","My son, if sinners entice thee, consent thou not."
Proverbs,11,11,"If they're like, 'Yo, come chill with us and let's ambush and secretly attack innocent peeps for no good reason:","If they say, Come with us, let us lay wait for blood, let us lurk privily for the innocent without cause:"
Proverbs,11,12,"Yo, let's totally obliterate them, like, swallowing them up in one swoop like the grave, and leaving 'em whole like those who go down into the pit.","Let us swallow them up alive as the grave; and whole, as those that go down into the pit:"
Proverbs,11,13,We gonna score some mad valuable stuff and stock up our cribs with all the loot we took:,"We shall find all precious substance, we shall fill our houses with spoil:"
Proverbs,11,14,"Join our squad, let's share our wealth together fam:",Cast in thy lot among us; let us all have one purse:
Proverbs,11,15,"Hey bro, don't roll with those peeps, keep your vibes away from their track.","My son, walk not thou in the way with them; refrain thy foot from their path:"
Proverbs,11,16,"They quick AF to do wicked stuff, always tryna spill blood.","For their feet run to evil, and make haste to shed blood."
Proverbs,11,17,"It's totally useless to set up a trap where any bird can see it. Like, seriously, why bother? Birds with wings are way too smart for that.",Surely in vain the net is spread in the sight of any bird. {in the...: Heb. in the eyes of every thing that hath a wing}
Proverbs,11,18,And they plot to harm themselves; they secretly scheme to jeopardize their own existence.,And they lay wait for their {own} blood; they lurk privily for their {own} lives.
Proverbs,11,19,"Yo, check it out, the ways of those who be all about the money are whack. They straight up be stealin' the lives of the peeps they be trappin'.",So {are} the ways of every one that is greedy of gain; {which} taketh away the life of the owners thereof.
Proverbs,11,20,"Wisdom be like shoutin' outside, spillin' tea in the streets: Wisdomm: Yo, it be that top-tier wisdom)","Wisdom crieth without; she uttereth her voice in the streets: {Wisdom: Heb. Wisdoms, that is, Excellent wisdom}"
Proverbs,11,21,"She's out here yelling at the top of her lungs, right in the busiest parts of town, and by the entrance to the city, she's letting everyone know what's up, like,","She crieth in the chief place of concourse, in the openings of the gates: in the city she uttereth her words, {saying},"
Proverbs,11,22,"Yo, how much longer are you gonna stay naive, keepin' it simple? And why the heck do haters gotta hate, constantly scorning, while fools straight up despise knowledge?","How long, ye simple ones, will ye love simplicity? and the scorners delight in their scorning, and fools hate knowledge?"
Proverbs,11,23,"Listen up when I call you out: check it, I'm gonna unleash my spirit on you, I'm gonna drop some serious truth bombs on you.","Turn you at my reproof: behold, I will pour out my spirit unto you, I will make known my words unto you."
Proverbs,11,24,"Yo, I tried reaching out and you totally ignored me. I was there, extending a helping hand, but no one paid any attention.","Because I have called, and ye refused; I have stretched out my hand, and no man regarded;"
Proverbs,11,25,But you totally ignored all my advice and didn't want any of my criticism:,"But ye have set at nought all my counsel, and would none of my reproof:"
Proverbs,11,26,"LOL, I'm totally gonna laugh when all your bad luck hits, and I'll roast you when you're scared af!",I also will laugh at your calamity; I will mock when your fear cometh;
Proverbs,11,27,When you're hit with intense fear and it feels like everything's falling apart; when you're overwhelmed with distress and anguish.,"When your fear cometh as desolation, and your destruction cometh as a whirlwind; when distress and anguish cometh upon you."
Proverbs,11,28,"So, like, when they reach out to me, I won't even bother responding. They'll try to find me all early and stuff, but they won't have any luck.","Then shall they call upon me, but I will not answer; they shall seek me early, but they shall not find me:"
Proverbs,11,29,Because they straight up despised knowledge and didn't even bother to respect the LORD:,"For that they hated knowledge, and did not choose the fear of the LORD:"
Proverbs,11,30,They totally ignored my advice and completely brushed off my criticism.,They would none of my counsel: they despised all my reproof.
Proverbs,11,31,"So, like, they're gonna have to deal with the consequences of their choices, and it's gonna come back to bite them.","Therefore shall they eat of the fruit of their own way, and be filled with their own devices."
Proverbs,11,32,"When naive people stray from wisdom, their downfall awaits, and fools who embrace success are doomed to destruction. {stray...: or, simplicity leads astray}","For the turning away of the simple shall slay them, and the prosperity of fools shall destroy them. {turning...: or, ease of the simple}"
Proverbs,11,33,"But whoever listens to me will be chill and live in a safe space, free from any fear of bad vibes.","But whoso hearkeneth unto me shall dwell safely, and shall be quiet from fear of evil."
Proverbs,21,2,"Listen up and pay attention to the wisdom, and really focus on understanding.","So that thou incline thine ear unto wisdom, {and} apply thine heart to understanding;"
Proverbs,21,3,"Yeah, if you're like totally thirsty for knowledge and you're screaming out, raising your voice to be all understanding and stuff, you gotta be all like determined and go for it, ya know?","Yea, if thou criest after knowledge, {and} liftest up thy voice for understanding; {liftest...: Heb. givest thy voice}"
Proverbs,21,4,If you're on the lookout for her like finding silver and hunting for her like uncovering hidden treasures;,"If thou seekest her as silver, and searchest for her as {for} hid treasures;"
Proverbs,21,5,"Yo, once you get it, you'll be all about respecting the Lord and gaining that deep insight into God, you know what I'm sayin'?","Then shalt thou understand the fear of the LORD, and find the knowledge of God."
Proverbs,21,6,Because the LORD is all about that wisdom: he drops knowledge and understanding straight from his mouth.,For the LORD giveth wisdom: out of his mouth {cometh} knowledge and understanding.
Proverbs,21,7,He stores up mad wisdom for the righteous: he's like a shield for those who stay true.,He layeth up sound wisdom for the righteous: {he is} a buckler to them that walk uprightly.
Proverbs,21,8,God stays on top of what's right and looks out for His followers' journeys.,"He keepeth the paths of judgment, and preserveth the way of his saints."
Proverbs,21,9,"Then you can totally get what's up with being righteous, fair, and just; like, all the coolest ways to go.","Then shalt thou understand righteousness, and judgment, and equity; {yea}, every good path."
Proverbs,21,10,When you embrace wisdom and knowledge brings joy to your soul;,"When wisdom entereth into thine heart, and knowledge is pleasant unto thy soul;"
Proverbs,21,11,Being smart and aware will protect you and keep you safe:,"Discretion shall preserve thee, understanding shall keep thee:"
Proverbs,21,12,"To keep you safe from the path of the wicked person, from the one who talks all sorts of twisted stuff;","To deliver thee from the way of the evil {man}, from the man that speaketh froward things;"
Proverbs,21,13,"Those who ditch the straight and narrow, just to vibe in the shadows;","Who leave the paths of uprightness, to walk in the ways of darkness;"
Proverbs,21,14,Those who love doing shady stuff and find joy in the wickedness of the rebellious;,"Who rejoice to do evil, {and} delight in the frowardness of the wicked;"
Proverbs,21,15,Those people be walking with twisted ways and acting all shady in the choices they make.,"Whose ways {are} crooked, and {they} froward in their paths:"
Proverbs,21,16,To rescue you from the shady girl who talks sweet but is actually a stranger;,"To deliver thee from the strange woman, {even} from the stranger {which} flattereth with her words;"
Proverbs,21,17,Who ditches the OG teachings of their early days and straight up blanks on the promises they made with their Creator.,"Which forsaketh the guide of her youth, and forgetteth the covenant of her God."
Proverbs,21,18,"Her crib is straight up dangerous, and the way she rolls leads straight to the afterlife.","For her house inclineth unto death, and her paths unto the dead."
Proverbs,21,19,"Once you get caught up with her, there's no turning back, and you're off the track to a fulfilling life.","None that go unto her return again, neither take they hold of the paths of life."
Proverbs,21,20,So you can vibe with the cool peeps and stay on point with what's right.,"That thou mayest walk in the way of good {men}, and keep the paths of the righteous."
Proverbs,21,21,"Yo, the righteous ones are gonna chill in this land, and the flawless ones gonna stay put in it.","For the upright shall dwell in the land, and the perfect shall remain in it."
Proverbs,21,22,"But the bad people will be totally cancelled from the earth, and the rule-breakers will get totally wiped out. {wiped: or, totally removed}","But the wicked shall be cut off from the earth, and the transgressors shall be rooted out of it. {rooted: or, plucked up}"
Proverbs,31,2,"Yo, if you're down for the long game, you'll be blessed with mad years, a chill life, and total peace. No cap, it's a major upgrade.","For length of days, and long life, and peace, shall they add to thee. {long...: Heb. years of life}"
Proverbs,31,3,"Don't ditch compassion and honesty, make them your BFFs: wear them as a necklace, engrave them deep in your heart.",Let not mercy and truth forsake thee: bind them about thy neck; write them upon the table of thine heart:
Proverbs,31,4,"That's how you'll score major points and be well-liked by both God and people. Trust me, it's a guaranteed win-win!","So shalt thou find favour and good understanding in the sight of God and man. {good...: or, good success}"
Proverbs,31,5,"Believe in the LORD with all your heart, and don't rely only on what you think you know.",Trust in the LORD with all thine heart; and lean not unto thine own understanding.
Proverbs,31,6,"Yo, in everything you flow, show respect to the big man upstairs, and he'll hook you up with the right route.","In all thy ways acknowledge him, and he shall direct thy paths."
Proverbs,31,7,"Don't think you know it all, like, seriously. Respect the LORD and stay away from anything sketchy.","Be not wise in thine own eyes: fear the LORD, and depart from evil."
Proverbs,31,8,"It'll be like an awesome healing potion for your belly, and super nourishing for your bones. {health: Hebrew meaning - medicine} {marrow: Hebrew meaning - watering, or, moistening}","It shall be health to thy navel, and marrow to thy bones. {health: Heb. medicine} {marrow: Heb. watering, or, moistening}"
Proverbs,31,9,Show mad respect to the LORD by giving a generous portion of your cash flow and the first fruits of all your gains:,"Honour the LORD with thy substance, and with the firstfruits of all thine increase:"
Proverbs,31,10,"Your swaggy storages will be straight up stacked with mad abundance, and your grinders will be overflowing with lit wine.","So shall thy barns be filled with plenty, and thy presses shall burst out with new wine."
Proverbs,31,11,"Yo, dude, don't diss the LORD's discipline, and don't get tired of his corrections:","My son, despise not the chastening of the LORD; neither be weary of his correction:"
Proverbs,31,12,"God only corrects those he loves, just like a dad who takes joy in his child.",For whom the LORD loveth he correcteth; even as a father the son {in whom} he delighteth.
Proverbs,31,13,"Lit, dude is so stoked when he finds wisdom and gets understanding. It's like unlocking a whole new level of knowledge, ya know?","Happy {is} the man {that} findeth wisdom, and the man {that} getteth understanding. {that getteth...: Heb. that draweth out understanding}"
Proverbs,31,14,The stuff you can get from it is totally better than silver or even those fancy gold things.,"For the merchandise of it {is} better than the merchandise of silver, and the gain thereof than fine gold."
Proverbs,31,15,"She's like, worth way more than rubies, and legit nothing you could ever want even comes close to her.",She {is} more precious than rubies: and all the things thou canst desire are not to be compared unto her.
Proverbs,31,16,"She's got a grip on that longevity game on one hand, and on the other, she's holding all the wealth and respect.",Length of days {is} in her right hand; {and} in her left hand riches and honour.
Proverbs,31,17,She's all about good vibes and her paths lead to nothing but peace.,"Her ways {are} ways of pleasantness, and all her paths {are} peace."
Proverbs,31,18,"She's like the ultimate source of good vibes for those who vibe with her, and everyone who keeps her close is straight up blessed.",She {is} a tree of life to them that lay hold upon her: and happy {is every one} that retaineth her.
Proverbs,31,19,"Bro, the LORD totally used wisdom to build the earth, and He used mad understanding to set up the heavens. For real.","The LORD by wisdom hath founded the earth; by understanding hath he established the heavens. {established: or, prepared}"
Proverbs,31,20,"With his immense wisdom, he uncovers the secrets of the deep and causes the clouds to shower refreshing dew.","By his knowledge the depths are broken up, and the clouds drop down the dew."
Proverbs,31,21,"Yo, dude, never let these things outta your sight: hold on to wisdom and use good judgment:","My son, let not them depart from thine eyes: keep sound wisdom and discretion:"
Proverbs,31,22,They'll totally bring good vibes to your soul and add some serious style to your neck.,"So shall they be life unto thy soul, and grace to thy neck."
Proverbs,31,23,"So, like, when you live your life true to your values, you'll totally stay on the right path without tripping up or falling.","Then shalt thou walk in thy way safely, and thy foot shall not stumble."
Proverbs,31,24,"When you're about to crash, no need to stress: just lay back, chill, and enjoy that sweet, uninterrupted nap.","When thou liest down, thou shalt not be afraid: yea, thou shalt lie down, and thy sleep shall be sweet."
Proverbs,31,25,"Don't trip when unexpected stuff goes down, and don't stress when evil gets wrecked.","Be not afraid of sudden fear, neither of the desolation of the wicked, when it cometh."
Proverbs,31,26,"God's got your back, so you won't stumble.","For the LORD shall be thy confidence, and shall keep thy foot from being taken."
Proverbs,31,27,Don't hold back something good from those who deserve it when you have the ability to do so.,"Withhold not good from them to whom it is due, when it is in the power of thine hand to do {it}. {them...: Heb. the owners thereof}"
Proverbs,31,28,Don't tell your friend to bounce and come back tomorrow for that thing you got right now.,"Say not unto thy neighbour, Go, and come again, and to morrow I will give; when thou hast it by thee."
Proverbs,31,29,"Don't plot or scheme anything harmful against your neighbor, especially since they live peacefully beside you.","Devise not evil against thy neighbour, seeing he dwelleth securely by thee. {Devise...: or, Practise no evil}"
Proverbs,31,30,Don't start beef with someone if they haven't done anything to you.,"Strive not with a man without cause, if he have done thee no harm."
Proverbs,31,31,"Don't be jelly of those bullies, and don't even think about copying their moves. {the oppressor: A person who likes to cause trouble}","Envy thou not the oppressor, and choose none of his ways. {the oppressor: Heb. a man of violence}"
Proverbs,31,32,"The LORD can't stand people who are stubborn and disobedient, but He treasures the secrets of those who do what's right.",For the froward {is} abomination to the LORD: but his secret {is} with the righteous.
Proverbs,31,33,"The wicked be facing God's curse in their crib, but the righteous be getting major blessings in their pad.",The curse of the LORD {is} in the house of the wicked: but he blesseth the habitation of the just.
Proverbs,31,34,"Like, seriously, he totally claps back at those who diss others, but he's all about showing love and favor to those who stay humble.",Surely he scorneth the scorners: but he giveth grace unto the lowly.
Proverbs,31,35,"The smart ones gonna be ballin' with glory, but the fools gonna be flexin' the shame. Yeet!",The wise shall inherit glory: but shame shall be the promotion of fools. {shall be...: Heb. exalteth the fools}
Ecclesiastes,11,2,"Like, everything is totes pointless, says the Preacher, like, seriously, everything is just, like, pointless.","Vanity of vanities, saith the Preacher, vanity of vanities; all {is} vanity."
Ecclesiastes,11,3,"Like, what's the point of busting your butt day in and day out, only to have, like, zero gain from it?",What profit hath a man of all his labour which he taketh under the sun?
